institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,KS,Park City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Blytheville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Waldorf,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Lodge Grass,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Buena Park,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Valencia,2026,Fall,1,3,3,3,0,0,0
Central Washington University,WA,TX,Tyler,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Pomeroy,2025,Fall,1,2,1,1,0,0,0
Central Washington University,WA,NH,New London,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,NC,Raeford,2024,Fall,1,1,1,0,0,0,0
Central Washington University,WA,ID,Bliss,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,IN,Warsaw,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Florence,2024,Fall,1,0,0,0,0,0,0
